current_symbol,primary_FBid,sequence_loc
IntS11,FBgn0039691,3R:29745337..29747513(1)
ATPsyngamma,FBgn0020235,3R:29747704..29749163(-1)
yata,FBgn0260990,3R:29749219..29754528(1)
kay,FBgn0001297,3R:29765995..29794113(1)
sro,FBgn0262112,3R:29794597..29795805(1)
Rnb,FBgn0039696,3R:29795697..29799354(-1)
Drice,FBgn0019972,3R:29799658..29801584(1)
Etfb,FBgn0039697,3R:29801599..29802945(-1)
CG7789,FBgn0039698,3R:29803196..29804389(1)
ncd,FBgn0002924,3R:29804290..29807127(-1)
ca,FBgn0000247,3R:29806811..29815047(1)
Vps16B,FBgn0039702,3R:29814921..29816451(-1)
neo,FBgn0039704,3R:29819131..29825800(1)
Atg16,FBgn0039705,3R:29827281..29835101(-1)
dgt1,FBgn0039710,3R:29854695..29857491(-1)
CG7824,FBgn0039711,3R:29857652..29858936(-1)
CG15514,FBgn0039712,3R:29860055..29861494(-1)
RpS8,FBgn0039713,3R:29861582..29863902(1)
Zip99C,FBgn0039714,3R:29863701..29868895(-1)
CG34133,FBgn0083969,3R:29869365..29875159(1)
CG31038,FBgn0051038,3R:29877059..29903231(1)
Cog7,FBgn0051040,3R:29930551..29933057(-1)
eIF2Balpha,FBgn0039726,3R:29934582..29935888(-1)
Vps13B,FBgn0039727,3R:29935978..29948207(1)
Acph-1,FBgn0000032,3R:29991144..29993411(-1)
CG7903,FBgn0039730,3R:29993475..29995231(-1)
Sas-6,FBgn0039731,3R:29995357..29997034(1)
CG15525,FBgn0039732,3R:29996961..29997676(-1)
CG11504,FBgn0039733,3R:29997900..29999755(1)
Tace,FBgn0039734,3R:30000530..30003678(1)
Nph,FBgn0039735,3R:30003681..30004861(-1)
Nlp,FBgn0016685,3R:30004785..30010352(1)
CG7920,FBgn0039737,3R:30010476..30015284(-1)
Mgat2,FBgn0039738,3R:30015513..30022221(-1)
Axn,FBgn0026597,3R:30022842..30035311(1)
ZIPIC,FBgn0039740,3R:30035240..30036870(-1)
janA,FBgn0001280,3R:30038622..30039533(-1)
Sry-delta,FBgn0003512,3R:30043341..30044886(1)
RpL32,FBgn0002626,3R:30045229..30046161(-1)
CG7943,FBgn0039741,3R:30046470..30048665(1)
Jasper,FBgn0039743,3R:30052514..30054697(1)
spn-A,FBgn0003479,3R:30054696..30056037(-1)
sima,FBgn0266411,3R:30058311..30121798(1)
Tpi,FBgn0086355,3R:30132981..30134599(-1)
CG11498,FBgn0039749,3R:30153022..30160473(-1)
Mlc2,FBgn0002773,3R:30171438..30174551(-1)
CG1983,FBgn0039751,3R:30175786..30177700(-1)
CG15530,FBgn0039752,3R:30177877..30180178(1)
Bet5,FBgn0260860,3R:30180232..30181486(1)
CG9747,FBgn0039754,3R:30185423..30191252(-1)
RpS7,FBgn0039757,3R:30206447..30209020(-1)
heca,FBgn0010113,3R:30277932..30372382(1)
Fer1HCH,FBgn0015222,3R:30385573..30388178(-1)
Fer2LCH,FBgn0015221,3R:30387804..30390584(1)
CG15535,FBgn0039764,3R:30423032..30423929(-1)
mRpS18C,FBgn0039765,3R:30423974..30424556(1)
CG15536,FBgn0039766,3R:30424499..30425162(-1)
CG2218,FBgn0039767,3R:30425427..30428276(-1)
aralar1,FBgn0028646,3R:30445635..30455867(-1)
CG2224,FBgn0039773,3R:30456441..30459300(-1)
PH4alphaEFB,FBgn0039776,3R:30466050..30485799(1)
spdo,FBgn0260440,3R:30476684..30478849(1)
tmod,FBgn0082582,3R:30532607..30578905(1)
CG34155,FBgn0083991,3R:30554554..30560199(-1)
CG2246,FBgn0039790,3R:30592971..30601489(-1)
zfh1,FBgn0004606,3R:30765926..30789202(1)
asRNA:CR45189,FBgn0266699,3R:30781178..30783645(-1)
wts,FBgn0011739,3R:30789625..30806619(-1)
dj-1beta,FBgn0039802,3R:30807117..30807978(1)
cindr,FBgn0027598,3R:30808617..30827005(1)
tll,FBgn0003720,3R:30852315..30854400(1)
CG15547,FBgn0039809,3R:30881792..30883503(-1)
Sap-r,FBgn0000416,3R:30883464..30889062(-1)
Ptx1,FBgn0020912,3R:30912754..30930682(1)
Chchd3,FBgn0010808,3R:31052616..31053915(-1)
dco,FBgn0002413,3R:31054085..31061210(-1)
stops,FBgn0086704,3R:31158156..31169106(-1)
mesh,FBgn0051004,3R:31178389..31195762(-1)
bnk,FBgn0004389,3R:31193362..31194389(1)
chp,FBgn0267435,3R:31204180..31210730(-1)
Zwilch,FBgn0061476,3R:31210966..31213376(-1)
CG1542,FBgn0039828,3R:31213458..31214784(1)
CG15561,FBgn0039829,3R:31214776..31215942(-1)
ATPsynC,FBgn0039830,3R:31216145..31219630(-1)
CG12054,FBgn0039831,3R:31220702..31231259(1)
qless,FBgn0051005,3R:31236035..31252608(-1)
mRpL32,FBgn0039835,3R:31252872..31253686(1)
CG1750,FBgn0039836,3R:31253659..31254900(-1)
spn-F,FBgn0086362,3R:31255127..31256659(1)
Ugt35D1,FBgn0051002,3R:31393582..31395304(-1)
Gcn2,FBgn0019990,3R:31395660..31402013(1)
PNPase,FBgn0039846,3R:31401560..31405452(-1)
Gprk2,FBgn0261988,3R:31405245..31457873(1)
CG11334,FBgn0039849,3R:31459822..31463037(-1)
gammaCOP,FBgn0028968,3R:31572143..31575707(1)
pygo,FBgn0043900,3R:31575835..31580699(-1)
rod,FBgn0003268,3R:31580951..31588244(1)
CG1635,FBgn0039854,3R:31588673..31590392(1)
CG1774,FBgn0039856,3R:31592803..31594719(1)
RpL6,FBgn0039857,3R:31594792..31596204(-1)
CycG,FBgn0039858,3R:31596642..31612664(-1)
Med,FBgn0288966,3R:31611046..31615375(1)
Mnat9,FBgn0039859,3R:31615284..31616160(-1)
CG1792,FBgn0039860,3R:31616303..31617837(1)
pasha,FBgn0039861,3R:31617977..31622217(1)
kek6,FBgn0039862,3R:31622136..31664646(1)
Zmynd8,FBgn0039863,3R:31669465..31677971(1)
ttk,FBgn0003870,3R:31713867..31735392(1)
CstF50,FBgn0039867,3R:31735503..31736963(-1)
CG11563,FBgn0039868,3R:31737035..31737999(1)
eEF1alpha2,FBgn0000557,3R:31738468..31743306(1)
Tbca,FBgn0039869,3R:31743490..31744248(1)
CG1896,FBgn0039870,3R:31744282..31745178(1)
awd,FBgn0000150,3R:31745172..31746077(-1)
nero,FBgn0261479,3R:31746445..31747558(-1)
CG1910,FBgn0022349,3R:31747643..31751894(1)
CG2187,FBgn0017448,3R:31755356..31758637(-1)
Smvt,FBgn0039873,3R:31759404..31761579(-1)
CG2150,FBgn0003065,3R:31763304..31764772(-1)
betaGlu,FBgn0270927,3R:31769293..31771848(-1)
sip3,FBgn0039875,3R:31772219..31775163(1)
CG2126,FBgn0039876,3R:31775049..31776652(-1)
faf,FBgn0005632,3R:31777020..31790681(1)
Mccc1,FBgn0039877,3R:31790592..31793907(-1)
Acf,FBgn0027620,3R:31793981..31799799(1)
CG42233,FBgn0250755,3R:31799634..31805278(-1)
CG1971,FBgn0039881,3R:31805468..31806769(1)
Rift,FBgn0039882,3R:31806867..31810186(-1)
FeCH,FBgn0266268,3R:31810460..31812296(-1)
heph,FBgn0011224,3R:31846987..32015520(-1)
CG2003,FBgn0039886,3R:31978121..31990909(1)
krz,FBgn0040206,3R:32045314..32051993(-1)
mod,FBgn0002780,3R:32052060..32054974(1)
Map205,FBgn0002645,3R:32055279..32068441(-1)
Pdk1,FBgn0020386,3L:129450..145895(1)
p130CAS,FBgn0035101,3L:152884..174517(1)
CG7049,FBgn0035102,3L:175112..176228(-1)
Vdup1,FBgn0035103,3L:176306..178963(-1)
Mtch,FBgn0027786,3L:184626..186310(1)
rno,FBgn0035106,3L:187207..199762(-1)
mri,FBgn0035107,3L:200174..202152(1)
Gk1,FBgn0025592,3L:202098..205844(-1)
NitFhit,FBgn0024945,3L:203730..205309(1)
CG13876,FBgn0035109,3L:206134..207527(1)
Prp4k,FBgn0027587,3L:207184..211457(-1)
thoc7,FBgn0035110,3L:211636..212687(-1)
Dis3l2,FBgn0035111,3L:212709..216479(1)
Kaz1-ORFB,FBgn0063923,3L:216625..218058(1)
pyx,FBgn0035113,3L:217932..223069(-1)
CG33229,FBgn0053229,3L:223852..225605(1)
lncRNA:CR42862,FBgn0262109,3L:224106..230964(1)
E(bx),FBgn0000541,3L:233926..246912(-1)
mthl14,FBgn0052476,3L:247491..250305(1)
DIP2,FBgn0024806,3L:250229..257954(-1)
wac,FBgn0035120,3L:258176..259097(1)
Tudor-SN,FBgn0035121,3L:259043..264380(-1)
mRpL17,FBgn0035122,3L:264779..265932(1)
miple1,FBgn0027111,3L:267299..270336(1)
miple2,FBgn0029002,3L:271200..275018(1)
RhoGEF3,FBgn0264707,3L:277437..305292(1)
fwd,FBgn0004373,3L:305393..319884(-1)
CG32344,FBgn0052344,3L:321233..324720(-1)
Atac3,FBgn0052343,3L:324985..327992(-1)
Ptpmeg,FBgn0261985,3L:328097..356050(1)
mthl10,FBgn0035132,3L:332801..342915(-1)
mth,FBgn0023000,3L:343378..346957(-1)
Cdc5,FBgn0265574,3L:357851..361383(-1)
CG1233,FBgn0035137,3L:361472..365681(1)
trh,FBgn0262139,3L:366524..392633(-1)
klar,FBgn0001316,3L:434083..540614(-1)
BORCS6,FBgn0035140,3L:540851..542147(1)
Cypl,FBgn0035141,3L:542122..542931(-1)
Hipk,FBgn0035142,3L:543060..581099(1)
MED14,FBgn0035145,3L:593246..599239(1)
lncRNA:CR43334,FBgn0286827,3L:628435..643900(1)
Gale,FBgn0035147,3L:648555..651311(1)
CG3402,FBgn0035148,3L:651542..652881(-1)
MED30,FBgn0035149,3L:652987..654089(-1)
Rev1,FBgn0035150,3L:654363..657971(1)
CG17129,FBgn0035151,3L:677879..680326(-1)
CG3386,FBgn0035152,3L:680436..682470(-1)
ebd1,FBgn0035153,3L:682885..685549(-1)
RabX6,FBgn0035155,3L:690517..691951(1)
Vti1a,FBgn0260862,3L:691486..692919(-1)
CG13894,FBgn0035157,3L:693083..699144(-1)
CG13895,FBgn0035158,3L:705948..708205(-1)
CkIIalpha-i3,FBgn0025676,3L:708601..710607(-1)
CG13896,FBgn0035159,3L:710820..711850(-1)
hng3,FBgn0035160,3L:737680..755489(-1)
emc,FBgn0000575,3L:749400..753492(1)
CG42553,FBgn0260755,3L:834093..835515(1)
CG42554,FBgn0260756,3L:835683..836770(1)
CG13901,FBgn0035164,3L:836667..837821(-1)
CG13887,FBgn0035165,3L:837861..839931(1)
JMJD5,FBgn0035166,3L:839980..841360(-1)
Dci,FBgn0035169,3L:851346..852673(1)
Usp10,FBgn0052479,3L:871899..895313(1)
CG13907,FBgn0035173,3L:877291..882013(-1)
nerfin-1,FBgn0028999,3L:909112..912319(1)
Glut1,FBgn0264574,3L:914074..993788(1)
trio,FBgn0024277,3L:995982..1034875(-1)
CG9205,FBgn0035181,3L:1034697..1036298(1)
bab2,FBgn0025525,3L:1140429..1177276(-1)
CG13912,FBgn0035186,3L:1189588..1190472(1)
CG9119,FBgn0035189,3L:1203316..1204795(-1)
Klp61F,FBgn0004378,3L:1241568..1245910(-1)
Psf1,FBgn0035194,3L:1246986..1247677(-1)
Sac1,FBgn0283500,3L:1247817..1250451(1)
Rabex-5,FBgn0262937,3L:1295913..1298497(1)
scf,FBgn0025682,3L:1298672..1300389(1)
Rac1,FBgn0010333,3L:1300879..1302683(-1)
Acat2,FBgn0035203,3L:1302944..1304717(1)
Nt5a,FBgn0035204,3L:1304850..1307418(-1)
Ctr9,FBgn0035205,3L:1307224..1311805(1)
sturkopf,FBgn0035206,3L:1311719..1313377(-1)
Herc4,FBgn0035207,3L:1313696..1318330(1)
Myo61F,FBgn0010246,3L:1318480..1329617(1)
CG9184,FBgn0035208,3L:1321792..1322806(-1)
ND-ACP,FBgn0011361,3L:1329949..1331631(1)
msd1,FBgn0035209,3L:1331744..1332326(1)
msd5,FBgn0035210,3L:1332307..1333146(-1)
CG2211,FBgn0035211,3L:1333239..1335359(-1)
Hmbs,FBgn0010786,3L:1334889..1339415(1)
indra,FBgn0035213,3L:1339460..1342403(-1)
Ptp61F,FBgn0267487,3L:1342493..1475257(-1)
CG9166,FBgn0029514,3L:1351116..1352853(1)
rho,FBgn0004635,3L:1463811..1468944(1)
stet,FBgn0020248,3L:1475438..1489547(-1)
CG12084,FBgn0043458,3L:1490951..1496643(-1)
hfp,FBgn0028577,3L:1496853..1502590(-1)
Psa,FBgn0261243,3L:1502843..1523380(1)
cue,FBgn0011204,3L:1503226..1517271(-1)
Iml1,FBgn0035227,3L:1523414..1534034(-1)
CG12091,FBgn0035228,3L:1534929..1536835(-1)
pns,FBgn0035229,3L:1537137..1544823(1)
Pcyt1,FBgn0041342,3L:1546092..1553504(1)
CG12099,FBgn0035232,3L:1555363..1558484(-1)
Pex10,FBgn0035233,3L:1558228..1559863(1)
CG7879,FBgn0035235,3L:1559813..1568608(-1)
Tmep,FBgn0035236,3L:1569181..1576330(1)
CG13917,FBgn0035237,3L:1576699..1600845(1)
CG12104,FBgn0035238,3L:1600726..1602674(-1)
CG13926,FBgn0035243,3L:1617348..1618158(-1)
ABCB7,FBgn0035244,3L:1618414..1623413(1)
CG33230,FBgn0053230,3L:1618414..1620397(1)
CG13928,FBgn0035246,3L:1625791..1628377(-1)
Mettl2,FBgn0035247,3L:1637942..1639235(-1)
Bgb,FBgn0013753,3L:1639711..1640952(1)
alphaCOP,FBgn0025725,3L:1641066..1645199(-1)
CG13919,FBgn0035248,3L:1645467..1645983(1)
CG17249,FBgn0035249,3L:1645931..1647464(-1)
Bro,FBgn0013755,3L:1647869..1648612(1)
Vta1,FBgn0035251,3L:1651432..1652900(-1)
CG7970,FBgn0035252,3L:1652750..1654238(1)
Srrm234,FBgn0035253,3L:1654247..1665064(-1)
CG7974,FBgn0035254,3L:1665138..1666594(1)
RpL23A,FBgn0026372,3L:1666288..1668654(-1)
CG12011,FBgn0035257,3L:1694617..1696412(1)
drpr,FBgn0027594,3L:1715595..1731107(-1)
Oseg4,FBgn0035264,3L:1730993..1735767(-1)
Gk2,FBgn0035266,3L:1738407..1745421(1)
CG13921,FBgn0035267,3L:1746907..1752390(1)
Cht2,FBgn0022702,3L:1752328..1755934(-1)
CG8001,FBgn0035268,3L:1756159..1759208(1)
CG13933,FBgn0035270,3L:1771809..1775147(-1)
PolD2,FBgn0027903,3L:1775633..1777019(1)
CG2021,FBgn0035271,3L:1777010..1777411(-1)
mRpL46,FBgn0035272,3L:1777439..1778347(1)
alpha-Spec,FBgn0250789,3L:1778485..1795328(-1)
dlt,FBgn0024510,3L:1789631..1795328(-1)
Cdc37,FBgn0011573,3L:1795392..1797307(1)
Patj,FBgn0067864,3L:1798803..1802184(1)
JTBR,FBgn0025820,3L:1802008..1802856(-1)
CG42676,FBgn0261562,3L:1803107..1806920(1)
Cpr62Bc,FBgn0035281,3L:1840281..1842084(-1)
CG12024,FBgn0035283,3L:1857165..1859047(1)
Rap1,FBgn0004636,3L:1859115..1862239(-1)
HBS1,FBgn0042712,3L:1862881..1865240(-1)
CG12025,FBgn0035285,3L:1865430..1869491(1)
dre4,FBgn0002183,3L:1871574..1876312(-1)
Aprt,FBgn0000109,3L:1883795..1885019(-1)
Tmhs,FBgn0262624,3L:1885657..1891462(1)
Mfap1,FBgn0035294,3L:1941068..1942872(1)
mu2,FBgn0002872,3L:1942734..1947475(-1)
Cnb,FBgn0035295,3L:1947565..1950262(1)
mv,FBgn0288310,3L:1950306..1964178(-1)
SCOT,FBgn0035298,3L:1963143..1966805(1)
CG1927,FBgn0027547,3L:1966725..1970079(-1)
sls,FBgn0086906,3L:2039681..2115611(-1)
CG15822,FBgn0035308,3L:2153201..2163863(-1)
CG5704,FBgn0026570,3L:2169553..2170971(-1)
CG15820,FBgn0035312,3L:2172995..2174332(-1)
CG5707,FBgn0026593,3L:2189160..2192221(-1)
CG8960,FBgn0035315,3L:2197013..2198089(1)
CG9018,FBgn0035318,3L:2235284..2237076(-1)
CG1275,FBgn0035321,3L:2252744..2257423(-1)
Elp5,FBgn0015359,3L:2257456..2258922(1)
oxt,FBgn0015360,3L:2258839..2262664(-1)
CG13807,FBgn0035323,3L:2262919..2263615(1)
ecd,FBgn0000543,3L:2263581..2265857(-1)
CG1317,FBgn0035333,3L:2367843..2371939(-1)
CG8993,FBgn0035334,3L:2372199..2372876(1)
mRpL23,FBgn0035335,3L:2372844..2373704(-1)
CG9004,FBgn0035336,3L:2373728..2376488(1)
CG15877,FBgn0035337,3L:2376484..2377556(-1)
Svil,FBgn0266696,3L:2377655..2499226(1)
CG1146,FBgn0035346,3L:2488804..2492613(1)
CG16758,FBgn0035348,3L:2499372..2503606(-1)
Spn,FBgn0010905,3L:2505245..2554292(-1)
msn,FBgn0010909,3L:2554847..2586540(-1)
RpL8,FBgn0261602,3L:2587456..2588883(1)
dos,FBgn0016794,3L:2589414..2595590(1)
CG12182,FBgn0028504,3L:2595842..2599579(-1)
CG16985,FBgn0035355,3L:2599297..2600242(1)
CG16986,FBgn0035356,3L:2600331..2601536(1)
ProRS-m,FBgn0027082,3L:2650161..2651850(-1)
Mrtf,FBgn0052296,3L:2717615..2766536(-1)
Non2,FBgn0035370,3L:2766999..2768392(1)
AhcyL1,FBgn0035371,3L:2768466..2772325(-1)
CG12093,FBgn0035372,3L:2772560..2774007(-1)
Atg2,FBgn0044452,3L:2774338..2780677(1)
mRpS35,FBgn0035374,3L:2780899..2782105(1)
Pgant6,FBgn0035375,3L:2782255..2786010(1)
Tet,FBgn0263392,3L:2786207..2879158(-1)
CG34025,FBgn0054025,3L:2959722..2961049(-1)
CPT2,FBgn0035383,3L:2981022..2983551(1)
CG2162,FBgn0035388,3L:3035196..3040469(1)
Prx4,FBgn0040308,3L:3042359..3044174(1)
scramb2,FBgn0035390,3L:3044113..3046812(-1)
Sk2,FBgn0052484,3L:3047087..3050159(1)
CG32485,FBgn0052485,3L:3050323..3051765(1)
CG1271,FBgn0035392,3L:3052514..3054906(1)
CG16753,FBgn0035393,3L:3055079..3055842(1)
CG32486,FBgn0266918,3L:3055908..3070839(-1)
PAN3,FBgn0035397,3L:3071133..3090406(1)
promL,FBgn0026189,3L:3114450..3127724(-1)
CG11537,FBgn0035400,3L:3128034..3143457(-1)
Alg2,FBgn0035401,3L:3143808..3145284(1)
Usp5,FBgn0035402,3L:3145405..3148358(-1)
BtbVII,FBgn0263108,3L:3148646..3158408(1)
ND-30,FBgn0266582,3L:3158485..3159578(-1)
CG15812,FBgn0035405,3L:3159991..3162019(1)
rasp,FBgn0024194,3L:3162180..3163852(1)
Asciz,FBgn0035407,3L:3163786..3166250(-1)
CG32280,FBgn0052280,3L:3165181..3169080(1)
CG32278,FBgn0052278,3L:3169286..3171767(1)
CG32281,FBgn0052281,3L:3169375..3170913(1)
Girdin,FBgn0283724,3L:3178930..3185287(1)
CG14965,FBgn0035414,3L:3190622..3192491(-1)
Hsp83,FBgn0001233,3L:3192969..3197059(1)
CG14966,FBgn0035415,3L:3197045..3197631(-1)
CG32276,FBgn0047135,3L:3197863..3199047(-1)
gry,FBgn0286567,3L:3199090..3211348(1)
hob,FBgn0035420,3L:3210992..3218920(-1)
nSMase,FBgn0035421,3L:3219156..3220925(1)
RpL28,FBgn0035422,3L:3220911..3222960(-1)
eIF1,FBgn0035423,3L:3223341..3224650(1)
Larp4B,FBgn0035424,3L:3224838..3236604(1)
CG17746,FBgn0035425,3L:3236805..3239578(-1)
lncRNA:CR43626,FBgn0263617,3L:3249340..3254504(1)
CG12009,FBgn0035430,3L:3291459..3299000(1)
ZnT63C,FBgn0035432,3L:3303708..3314009(1)
PIG-C,FBgn0035435,3L:3318028..3319232(-1)
Strip,FBgn0035437,3L:3322025..3328871(-1)
Gtpx,FBgn0035438,3L:3326265..3328626(1)
CG14969,FBgn0035440,3L:3333119..3334978(-1)
kst,FBgn0004167,3L:3336860..3368133(1)
Ythdc1,FBgn0027616,3L:3370451..3374170(-1)
CG12010,FBgn0035443,3L:3374282..3376649(1)
CG12012,FBgn0035444,3L:3376757..3377992(1)
sty,FBgn0014388,3L:3401153..3424935(-1)
eIF5B,FBgn0026259,3L:3428658..3460977(-1)
armi,FBgn0041164,3L:3461317..3466314(1)
CycJ,FBgn0010317,3L:3466428..3468098(1)
CG14971,FBgn0035449,3L:3468023..3471309(-1)
CG32267,FBgn0052267,3L:3471555..3472113(-1)
CG42324,FBgn0259224,3L:3472447..3510895(1)
ImpE2,FBgn0001254,3L:3510974..3512681(-1)
Eip63E,FBgn0005640,3L:3515751..3610521(1)
CG32264,FBgn0052264,3L:3714826..3806459(-1)
ntc,FBgn0035461,3L:3803832..3806459(-1)
IntS10,FBgn0035462,3L:3806710..3809090(1)
CG32262,FBgn0052262,3L:3809146..3810196(-1)
PIG-B,FBgn0035464,3L:3811263..3813958(1)
Scsalpha1,FBgn0004888,3L:3814211..3818383(1)
enc,FBgn0004875,3L:3818679..3842326(1)
Awh,FBgn0013751,3L:3846206..3861692(1)
snRNA:U11,FBgn0083987,3L:3893056..3893330(-1)
Lamtor4,FBgn0035469,3L:3896900..3897498(1)
Ccz1,FBgn0035470,3L:3897444..3899156(-1)
Ubi-p63E,FBgn0003943,3L:3899259..3903184(-1)
Sc2,FBgn0035471,3L:3903492..3905035(1)
ida,FBgn0041147,3L:3905344..3907813(1)
mge,FBgn0035473,3L:3907852..3909931(-1)
CG10866,FBgn0035475,3L:3936060..3937992(-1)
CG10863,FBgn0027552,3L:3941008..3942465(-1)
scrt,FBgn0004880,3L:3983896..3994003(1)
CG14985,FBgn0035482,3L:4003474..4006626(1)
Mul1,FBgn0035483,3L:4021457..4023501(1)
CG11593,FBgn0035488,3L:4037523..4040482(-1)
Rcd5,FBgn0263832,3L:4040529..4042597(1)
dib,FBgn0000449,3L:4062292..4064551(1)
CG14995,FBgn0035497,3L:4094343..4103256(-1)
Fit1,FBgn0035498,3L:4103564..4107116(1)
Ack,FBgn0028484,3L:4108186..4114157(1)
Chd64,FBgn0035499,3L:4114289..4122388(-1)
ens,FBgn0264693,3L:4122907..4134550(-1)
RfC4,FBgn0260985,3L:4134860..4136038(-1)
Rop,FBgn0004574,3L:4136359..4138996(-1)
Ras64B,FBgn0003206,3L:4139076..4141398(1)
mas,FBgn0011653,3L:4161666..4167464(-1)
Ero1L,FBgn0261274,3L:4170404..4173789(1)
Teh2,FBgn0035505,3L:4178980..4188023(-1)
VhaM9.7-c,FBgn0028664,3L:4186018..4186865(-1)
tipE,FBgn0003710,3L:4188499..4193788(1)
CG43367,FBgn0263110,3L:4193993..4224003(1)
ImpL2,FBgn0001257,3L:4224006..4236147(-1)
Sqor,FBgn0035515,3L:4240173..4242603(1)
pav,FBgn0011692,3L:4242734..4246233(1)
ago,FBgn0041171,3L:4246343..4254306(-1)
CG1265,FBgn0035517,3L:4254776..4256053(1)
CG15011,FBgn0035518,3L:4255991..4259152(-1)
CG1309,FBgn0035519,3L:4259430..4261643(1)
CG11586,FBgn0035520,3L:4261297..4262470(-1)
VhaM9.7-a,FBgn0035521,3L:4262705..4263464(1)
Ctl1,FBgn0035523,3L:4277962..4281585(1)
CG11583,FBgn0035524,3L:4281504..4282817(-1)
srw,FBgn0261952,3L:4282956..4283478(-1)
CG1316,FBgn0035526,3L:4283851..4286865(1)
TfIIEbeta,FBgn0015829,3L:4287038..4288349(1)
Hexo1,FBgn0041630,3L:4288641..4291211(1)
CG15012,FBgn0035528,3L:4291208..4292246(-1)
Fdx2,FBgn0035529,3L:4292482..4293432(1)
dyl,FBgn0066365,3L:4294004..4307718(-1)
Claspin,FBgn0052251,3L:4313483..4318608(1)
PMP34,FBgn0052250,3L:4318755..4321109(1)
CG15014,FBgn0035532,3L:4321105..4322259(-1)
Cip4,FBgn0035533,3L:4322491..4364102(-1)
mRpS6,FBgn0035534,3L:4364550..4365243(1)
CG11342,FBgn0035537,3L:4366494..4367458(-1)
Syx17,FBgn0035540,3L:4403487..4405168(1)
CG15019,FBgn0035541,3L:4405127..4406059(-1)
TP53INP,FBgn0035542,3L:4406943..4420648(1)
CG15021,FBgn0035544,3L:4436721..4438311(1)
CG12607,FBgn0035545,3L:4446573..4448072(1)
CG11345,FBgn0035546,3L:4457177..4458163(-1)
CG15022,FBgn0035547,3L:4459193..4460317(-1)
CG15023,FBgn0035548,3L:4460622..4461504(-1)
CG7465,FBgn0035551,3L:4480283..4481487(1)
CG32243,FBgn0052243,3L:4539302..4541244(-1)
CG11357,FBgn0035558,3L:4542051..4553457(1)
Src64B,FBgn0262733,3L:4592447..4626196(-1)
HDAC1,FBgn0015805,3L:4626734..4629467(1)
CG13716,FBgn0035563,3L:4634436..4634789(-1)
CG34266,FBgn0085295,3L:4677832..4678233(1)
CG15876,FBgn0035569,3L:4694205..4694845(-1)
CG13713,FBgn0042199,3L:4697601..4698058(1)
CG13712,FBgn0035570,3L:4709209..4709890(-1)
CG12493,FBgn0035571,3L:4752393..4753738(-1)
CG13711,FBgn0035572,3L:4757883..4758708(1)
Dhc64C,FBgn0261797,3L:4807368..4825687(-1)
LeuRS-m,FBgn0027085,3L:4825853..4829038(1)
hoka,FBgn0035583,3L:4898900..4900869(1)
Con,FBgn0005775,3L:4936758..5079033(-1)
Yod1,FBgn0035593,3L:5133871..5135670(1)
CG10674,FBgn0035592,3L:5135748..5136292(-1)
CG4611,FBgn0035591,3L:5136376..5138679(1)
Tcs5,FBgn0035590,3L:5138652..5139395(-1)
CHMP2B,FBgn0035589,3L:5139619..5140473(1)
Dhrs4,FBgn0035588,3L:5140440..5141646(-1)
Fitm,FBgn0035586,3L:5144082..5146063(-1)
AlaRS-m,FBgn0028962,3L:5146098..5149852(1)
Gen,FBgn0263831,3L:5149849..5152376(-1)
Srp54k,FBgn0010747,3L:5152678..5154777(1)
shep,FBgn0052423,3L:5155821..5277944(-1)
lama,FBgn0016031,3L:5343619..5355923(-1)
Klp64D,FBgn0004380,3L:5356864..5359392(-1)
Cyt-c1,FBgn0035600,3L:5360211..5362798(1)
Uev1A,FBgn0035601,3L:5362884..5366225(-1)
Membrin,FBgn0260856,3L:5366455..5367381(1)
Pfdn4,FBgn0035603,3L:5367341..5368008(-1)
blanks,FBgn0035608,3L:5497523..5498958(-1)
sinu,FBgn0010894,3L:5559470..5561598(-1)
ScsbetaG,FBgn0029118,3L:5561701..5563691(-1)
Sras,FBgn0029121,3L:5563774..5565103(1)
bc10,FBgn0040239,3L:5565231..5566765(1)
Msr-110,FBgn0015766,3L:5566919..5577348(-1)
l(3)psg2,FBgn0035617,3L:5583669..5590390(1)
spo,FBgn0003486,3L:5590083..5592571(-1)
CG10591,FBgn0035621,3L:5598557..5599692(-1)
TM9SF3,FBgn0035622,3L:5601096..5603979(-1)
Eaf6,FBgn0035624,3L:5607162..5608300(-1)
Blimp-1,FBgn0035625,3L:5630983..5652094(1)
lin-28,FBgn0035626,3L:5654681..5657384(1)
Sse,FBgn0035627,3L:5659700..5662247(-1)
DnaJ-1,FBgn0263106,3L:5750029..5752189(-1)
Usp47,FBgn0016756,3L:5752973..5761886(1)
CG10576,FBgn0035630,3L:5761963..5765702(-1)
Txl,FBgn0035631,3L:5765846..5767084(1)
Ppat-Dpck,FBgn0035632,3L:5767017..5768794(-1)
scny,FBgn0260936,3L:5769002..5776271(1)
vito,FBgn0052418,3L:5776324..5777333(-1)
Myt1,FBgn0040298,3L:5777476..5779591(-1)
Bre1,FBgn0086694,3L:5789831..5794192(-1)
S6k,FBgn0283472,3L:5797549..5810931(-1)
kri,FBgn0035639,3L:5810973..5812228(1)
mad2,FBgn0035640,3L:5812135..5813093(-1)
vn,FBgn0003984,3L:5813338..5845664(-1)
CG5568,FBgn0035641,3L:5871501..5873518(1)
CG18586,FBgn0035642,3L:5873311..5875466(1)
